station,adjacent_station
http://www.wikidata.org/entity/Q8779071,http://www.wikidata.org/entity/Q5477606
http://www.wikidata.org/entity/Q8779071,http://www.wikidata.org/entity/Q8779085
http://www.wikidata.org/entity/Q8779085,http://www.wikidata.org/entity/Q8779002
http://www.wikidata.org/entity/Q8779085,http://www.wikidata.org/entity/Q8779071
http://www.wikidata.org/entity/Q8779091,http://www.wikidata.org/entity/Q10276217
http://www.wikidata.org/entity/Q8779091,http://www.wikidata.org/entity/Q5556392
http://www.wikidata.org/entity/Q8779097,http://www.wikidata.org/entity/Q8779041
http://www.wikidata.org/entity/Q8779097,http://www.wikidata.org/entity/Q8779100
http://www.wikidata.org/entity/Q8779100,http://www.wikidata.org/entity/Q8779097
http://www.wikidata.org/entity/Q8779100,http://www.wikidata.org/entity/Q8779178
http://www.wikidata.org/entity/Q8779178,http://www.wikidata.org/entity/Q8779018
http://www.wikidata.org/entity/Q8779178,http://www.wikidata.org/entity/Q8779100
http://www.wikidata.org/entity/Q8842747,http://www.wikidata.org/entity/Q3293864
http://www.wikidata.org/entity/Q8842747,http://www.wikidata.org/entity/Q8779041
http://www.wikidata.org/entity/Q9290828,http://www.wikidata.org/entity/Q5002360
http://www.wikidata.org/entity/Q9290828,http://www.wikidata.org/entity/Q7930027
http://www.wikidata.org/entity/Q9295692,http://www.wikidata.org/entity/Q10275993
http://www.wikidata.org/entity/Q9295692,http://www.wikidata.org/entity/Q2983699
http://www.wikidata.org/entity/Q9295692,http://www.wikidata.org/entity/Q7688505
